"Plot Title: yserstar"
"#","Date Time, GMT+01:00","High Range, mS/cm (LGR S/N: 21362421, SEN S/N: 21362421)","Temp, °C (LGR S/N: 21362421, SEN S/N: 21362421)","Coupler Detached (LGR S/N: 21362421)","Coupler Attached (LGR S/N: 21362421)","Host Connected (LGR S/N: 21362421)","End Of File (LGR S/N: 21362421)"
33,02/17/23 02:46:36 AM,0.8694,6.89,,,,
34,02/17/23 03:16:36 AM,0.8523,6.94,,,,
35,02/17/23 03:46:36 AM,0.8471,6.97,,,,
36,02/17/23 04:16:36 AM,0.8450,6.97,,,,
37,02/17/23 04:46:36 AM,0.8357,6.98,,,,
38,02/17/23 05:16:36 AM,0.8512,6.94,,,,
39,02/17/23 05:46:36 AM,0.8383,6.97,,,,
40,02/17/23 06:16:36 AM,0.8393,6.99,,,,
41,02/17/23 06:46:36 AM,0.8398,7.00,,,,
42,02/17/23 07:16:36 AM,0.8315,7.02,,,,
43,02/17/23 07:46:36 AM,0.8393,7.02,,,,
44,02/17/23 08:16:36 AM,0.8595,7.04,,,,
45,02/17/23 08:46:36 AM,0.8512,7.06,,,,
46,02/17/23 09:16:36 AM,0.8497,7.08,,,,
47,02/17/23 09:46:36 AM,0.8559,7.05,,,,
48,02/17/23 10:16:36 AM,0.8668,7.08,,,,
49,02/17/23 10:46:36 AM,0.8679,7.10,,,,
50,02/17/23 11:16:36 AM,0.9433,7.06,,,,
51,02/17/23 11:46:36 AM,0.9528,7.10,,,,
52,02/17/23 12:16:36 PM,0.8919,7.23,,,,
53,02/17/23 12:46:36 PM,0.9544,7.18,,,,
54,02/17/23 01:16:36 PM,0.9133,7.29,,,,
55,02/17/23 01:46:36 PM,0.8798,7.30,,,,
56,02/17/23 02:16:36 PM,0.8564,7.36,,,,
57,02/17/23 02:46:36 PM,0.8549,7.49,,,,
58,02/17/23 03:16:36 PM,0.8419,7.54,,,,
59,02/17/23 03:46:36 PM,0.8021,7.54,,,,
60,02/17/23 04:16:36 PM,0.7924,7.57,,,,
61,02/17/23 04:46:36 PM,0.8006,7.60,,,,
62,02/17/23 05:16:36 PM,0.7934,7.61,,,,
63,02/17/23 05:46:36 PM,0.7893,7.60,,,,
64,02/17/23 06:16:36 PM,0.7878,7.61,,,,
65,02/17/23 06:46:36 PM,0.7821,7.62,,,,
66,02/17/23 07:16:36 PM,0.7801,7.63,,,,
67,02/17/23 07:46:36 PM,0.7780,7.65,,,,
68,02/17/23 08:16:36 PM,0.7755,7.66,,,,
69,02/17/23 08:46:36 PM,0.7755,7.68,,,,
70,02/17/23 09:16:36 PM,0.7739,7.68,,,,
71,02/17/23 09:46:36 PM,0.7791,7.68,,,,
72,02/17/23 10:16:36 PM,0.7821,7.67,,,,
73,02/17/23 10:46:36 PM,0.8124,7.67,,,,
74,02/17/23 11:16:36 PM,0.8398,7.68,,,,
75,02/17/23 11:46:36 PM,0.8367,7.70,,,,
76,02/18/23 12:16:36 AM,0.8616,7.67,,,,
77,02/18/23 12:46:36 AM,0.9740,7.67,,,,
78,02/18/23 01:16:36 AM,0.9238,7.70,,,,
79,02/18/23 01:46:36 AM,0.8772,7.72,,,,
80,02/18/23 02:16:36 AM,0.9602,7.72,,,,
81,02/18/23 02:46:36 AM,0.8212,7.75,,,,
82,02/18/23 03:16:36 AM,0.7893,7.77,,,,
83,02/18/23 03:46:36 AM,0.7898,7.77,,,,
84,02/18/23 04:16:36 AM,0.7975,7.80,,,,
85,02/18/23 04:46:36 AM,0.7991,7.80,,,,
86,02/18/23 05:16:36 AM,0.8078,7.81,,,,
87,02/18/23 05:46:36 AM,0.8135,7.82,,,,
88,02/18/23 06:16:36 AM,0.8032,7.83,,,,
89,02/18/23 06:46:36 AM,0.8047,7.85,,,,
90,02/18/23 07:16:36 AM,0.8145,7.85,,,,
91,02/18/23 07:46:36 AM,0.8161,7.86,,,,
92,02/18/23 08:16:36 AM,0.8021,7.86,,,,
93,02/18/23 08:46:36 AM,0.8032,7.86,,,,
94,02/18/23 09:16:36 AM,0.8037,7.86,,,,
95,02/18/23 09:46:36 AM,0.8063,7.87,,,,
96,02/18/23 10:16:36 AM,0.8140,7.87,,,,
97,02/18/23 10:46:36 AM,1.7995,7.81,,,,
98,02/18/23 11:16:36 AM,2.9252,7.72,,,,
99,02/18/23 11:46:36 AM,3.2939,7.70,,,,
100,02/18/23 12:16:36 PM,3.1855,7.72,,,,
101,02/18/23 12:46:36 PM,3.0195,7.73,,,,
102,02/18/23 01:16:36 PM,3.0603,7.75,,,,
103,02/18/23 01:46:36 PM,2.9988,7.76,,,,
104,02/18/23 02:16:36 PM,2.3720,7.85,,,,
105,02/18/23 02:46:36 PM,1.0053,8.16,,,,
106,02/18/23 03:16:36 PM,0.9894,8.17,,,,
107,02/18/23 03:46:36 PM,0.9049,8.21,,,,
108,02/18/23 04:16:36 PM,0.9102,8.25,,,,
109,02/18/23 04:46:36 PM,0.8715,8.24,,,,
110,02/18/23 05:16:36 PM,0.8679,8.24,,,,
111,02/18/23 05:46:36 PM,0.8668,8.27,,,,
112,02/18/23 06:16:36 PM,0.8840,8.28,,,,
113,02/18/23 06:46:36 PM,0.8736,8.30,,,,
114,02/18/23 07:16:36 PM,0.8762,8.30,,,,
115,02/18/23 07:46:36 PM,0.8715,8.30,,,,
116,02/18/23 08:16:36 PM,0.8642,8.30,,,,
117,02/18/23 08:46:36 PM,0.8575,8.32,,,,
118,02/18/23 09:16:36 PM,0.8621,8.32,,,,
119,02/18/23 09:46:36 PM,0.8642,8.33,,,,
120,02/18/23 10:16:36 PM,0.8632,8.33,,,,
121,02/18/23 10:46:36 PM,0.8616,8.35,,,,
122,02/18/23 11:16:36 PM,0.8595,8.32,,,,
123,02/18/23 11:46:36 PM,0.8809,8.30,,,,
124,02/19/23 12:16:36 AM,0.8872,8.32,,,,
125,02/19/23 12:46:36 AM,0.9112,8.30,,,,
126,02/19/23 01:16:36 AM,0.9097,8.32,,,,
127,02/19/23 01:46:36 AM,0.9597,8.32,,,,
128,02/19/23 02:16:36 AM,0.9238,8.33,,,,
129,02/19/23 02:46:36 AM,0.9081,8.33,,,,
130,02/19/23 03:16:36 AM,0.8934,8.33,,,,
131,02/19/23 03:46:36 AM,0.8861,8.33,,,,
132,02/19/23 04:16:36 AM,0.8887,8.33,,,,
133,02/19/23 04:46:36 AM,0.8825,8.34,,,,
134,02/19/23 05:16:36 AM,1.2277,8.33,,,,
135,02/19/23 05:46:36 AM,0.9724,8.32,,,,
136,02/19/23 06:16:36 AM,0.9008,8.32,,,,
137,02/19/23 06:46:36 AM,0.8877,8.30,,,,
138,02/19/23 07:16:36 AM,0.8814,8.30,,,,
139,02/19/23 07:46:36 AM,0.8705,8.29,,,,
140,02/19/23 08:16:36 AM,0.8699,8.29,,,,
141,02/19/23 08:46:36 AM,0.8715,8.28,,,,
142,02/19/23 09:16:36 AM,0.8637,8.29,,,,
143,02/19/23 09:46:36 AM,0.8575,8.30,,,,
144,02/19/23 10:16:36 AM,0.8554,8.32,,,,
145,02/19/23 10:46:36 AM,1.0299,8.32,,,,
146,02/19/23 11:16:36 AM,0.8663,8.33,,,,
147,02/19/23 11:46:36 AM,0.8647,8.37,,,,
148,02/19/23 12:16:36 PM,2.5510,8.35,,,,
149,02/19/23 12:46:36 PM,2.3780,8.35,,,,
150,02/19/23 01:16:36 PM,3.2952,8.38,,,,
151,02/19/23 01:46:36 PM,3.9485,8.37,,,,
152,02/19/23 02:16:36 PM,3.8628,8.37,,,,
153,02/19/23 02:46:36 PM,3.7679,8.39,,,,
154,02/19/23 03:16:36 PM,3.2357,8.42,,,,
155,02/19/23 03:46:36 PM,1.2640,8.50,,,,
156,02/19/23 04:16:36 PM,0.8788,8.53,,,,
157,02/19/23 04:46:36 PM,0.8523,8.53,,,,
158,02/19/23 05:16:36 PM,0.8476,8.50,,,,
159,02/19/23 05:46:36 PM,0.8445,8.53,,,,
160,02/19/23 06:16:36 PM,0.8502,8.49,,,,
161,02/19/23 06:46:36 PM,0.8543,8.48,,,,
162,02/19/23 07:16:36 PM,0.8533,8.48,,,,
163,02/19/23 07:46:36 PM,0.8585,8.47,,,,
164,02/19/23 08:16:36 PM,0.8549,8.47,,,,
165,02/19/23 08:46:36 PM,0.8575,8.48,,,,
166,02/19/23 09:16:36 PM,0.8549,8.43,,,,
167,02/19/23 09:46:36 PM,0.8549,8.42,,,,
168,02/19/23 10:16:36 PM,0.8517,8.39,,,,
169,02/19/23 10:46:36 PM,0.8497,8.40,,,,
170,02/19/23 11:16:36 PM,0.8512,8.39,,,,
171,02/19/23 11:46:36 PM,0.8502,8.34,,,,
172,02/20/23 12:16:36 AM,0.8543,8.37,,,,
173,02/20/23 12:46:36 AM,0.8653,8.38,,,,
174,02/20/23 01:16:36 AM,1.1278,8.38,,,,
175,02/20/23 01:46:36 AM,1.0203,8.37,,,,
176,02/20/23 02:16:36 AM,0.9460,8.40,,,,
177,02/20/23 02:46:36 AM,0.9984,8.39,,,,
178,02/20/23 03:16:36 AM,0.9444,8.35,,,,
179,02/20/23 03:46:36 AM,0.8903,8.28,,,,
180,02/20/23 04:16:36 AM,0.8543,8.28,,,,
181,02/20/23 04:46:36 AM,0.8492,8.28,,,,
182,02/20/23 05:16:36 AM,0.8460,8.25,,,,
183,02/20/23 05:46:36 AM,0.8409,8.25,,,,
184,02/20/23 06:16:36 AM,0.8393,8.23,,,,
185,02/20/23 06:46:36 AM,0.8414,8.22,,,,
186,02/20/23 07:16:36 AM,0.8403,8.23,,,,
187,02/20/23 07:46:36 AM,0.8445,8.25,,,,
188,02/20/23 08:16:36 AM,0.8715,8.33,,,,
189,02/20/23 08:46:36 AM,0.8476,8.23,,,,
190,02/20/23 09:16:36 AM,0.8388,8.19,,,,
191,02/20/23 09:46:36 AM,0.8424,8.19,,,,
192,02/20/23 10:16:36 AM,0.8788,8.25,,,,
193,02/20/23 10:46:36 AM,0.8601,8.24,,,,
194,02/20/23 11:16:36 AM,0.8569,8.24,,,,
195,02/20/23 11:46:36 AM,0.8502,8.23,,,,
196,02/20/23 12:16:36 PM,1.6361,8.30,,,,
197,02/20/23 12:46:36 PM,2.6106,8.33,,,,
198,02/20/23 01:16:36 PM,3.4352,8.33,,,,
199,02/20/23 01:46:36 PM,3.7803,8.34,,,,
200,02/20/23 02:16:36 PM,3.8734,8.33,,,,
201,02/20/23 02:46:36 PM,4.0313,8.33,,,,
202,02/20/23 03:16:36 PM,4.1329,8.34,,,,
203,02/20/23 03:46:36 PM,4.0301,8.34,,,,
204,02/20/23 04:16:36 PM,3.7017,8.33,,,,
205,02/20/23 04:46:36 PM,2.1978,8.29,,,,
206,02/20/23 05:16:36 PM,1.1441,8.33,,,,
207,02/20/23 05:46:36 PM,1.0037,8.38,,,,
208,02/20/23 06:16:36 PM,0.9750,8.40,,,,
209,02/20/23 06:46:36 PM,0.9386,8.40,,,,
210,02/20/23 07:16:36 PM,1.0615,8.38,,,,
211,02/20/23 07:46:36 PM,0.9883,8.39,,,,
212,02/20/23 08:16:36 PM,0.9899,8.40,,,,
213,02/20/23 08:46:36 PM,0.9894,8.40,,,,
214,02/20/23 09:16:36 PM,0.9386,8.39,,,,
215,02/20/23 09:46:36 PM,0.9328,8.39,,,,
216,02/20/23 10:16:36 PM,0.9207,8.38,,,,
217,02/20/23 10:46:36 PM,0.9212,8.39,,,,
218,02/20/23 11:16:36 PM,0.9097,8.38,,,,
219,02/20/23 11:46:36 PM,0.9076,8.38,,,,
220,02/21/23 12:16:36 AM,0.9091,8.38,,,,
221,02/21/23 12:46:36 AM,0.9175,8.37,,,,
222,02/21/23 01:16:36 AM,0.9212,8.38,,,,
223,02/21/23 01:46:36 AM,1.1100,8.37,,,,
224,02/21/23 02:16:36 AM,2.1186,8.38,,,,
225,02/21/23 02:46:36 AM,3.0743,8.39,,,,
226,02/21/23 03:16:36 AM,3.2584,8.39,,,,
227,02/21/23 03:46:36 AM,2.8650,8.39,,,,
228,02/21/23 04:16:36 AM,1.7885,8.37,,,,
229,02/21/23 04:46:36 AM,1.5569,8.37,,,,
230,02/21/23 05:16:36 AM,1.2601,8.37,,,,
231,02/21/23 05:46:36 AM,1.0599,8.35,,,,
232,02/21/23 06:16:36 AM,0.9181,8.35,,,,
233,02/21/23 06:46:36 AM,0.9454,8.37,,,,
234,02/21/23 07:16:36 AM,0.9175,8.35,,,,
235,02/21/23 07:46:36 AM,0.9207,8.35,,,,
236,02/21/23 08:16:36 AM,0.9165,8.34,,,,
237,02/21/23 08:46:36 AM,0.9149,8.34,,,,
238,02/21/23 09:16:36 AM,0.9128,8.34,,,,
239,02/21/23 09:46:36 AM,0.9097,8.34,,,,
240,02/21/23 10:16:36 AM,0.9081,8.35,,,,
241,02/21/23 10:46:36 AM,0.9196,8.34,,,,
242,02/21/23 11:16:36 AM,0.9154,8.35,,,,
243,02/21/23 11:46:36 AM,0.9149,8.35,,,,
244,02/21/23 12:16:36 PM,0.9291,8.34,,,,
245,02/21/23 12:46:36 PM,0.9317,8.35,,,,
246,02/21/23 01:16:36 PM,0.9539,8.35,,,,
247,02/21/23 01:46:36 PM,1.1273,8.34,,,,
248,02/21/23 02:16:36 PM,2.3583,8.37,,,,
249,02/21/23 02:46:36 PM,2.5739,8.35,,,,
250,02/21/23 03:16:36 PM,1.9326,8.37,,,,
251,02/21/23 03:46:36 PM,2.0633,8.38,,,,
252,02/21/23 04:16:36 PM,1.6338,8.37,,,,
253,02/21/23 04:46:36 PM,1.5791,8.37,,,,
254,02/21/23 05:16:36 PM,1.4664,8.37,,,,
255,02/21/23 05:46:36 PM,1.1724,8.37,,,,
256,02/21/23 06:16:36 PM,1.0534,8.38,,,,
257,02/21/23 06:46:36 PM,1.0911,8.45,,,,
258,02/21/23 07:16:36 PM,1.0728,8.52,,,,
259,02/21/23 07:46:36 PM,0.9697,8.53,,,,
260,02/21/23 08:16:36 PM,0.9729,8.50,,,,
261,02/21/23 08:46:36 PM,0.9607,8.49,,,,
262,02/21/23 09:16:36 PM,0.9623,8.49,,,,
263,02/21/23 09:46:36 PM,0.9894,8.50,,,,
264,02/21/23 10:16:36 PM,0.9894,8.49,,,,
265,02/21/23 10:46:36 PM,1.0011,8.49,,,,
266,02/21/23 11:16:36 PM,1.0011,8.48,,,,
267,02/21/23 11:46:36 PM,0.9772,8.47,,,,
268,02/22/23 12:16:36 AM,0.9803,8.44,,,,
269,02/22/23 12:46:36 AM,0.9761,8.42,,,,
270,02/22/23 01:16:36 AM,0.9766,8.43,,,,
271,02/22/23 01:46:36 AM,0.9904,8.44,,,,
272,02/22/23 02:16:36 AM,1.0170,8.47,,,,
273,02/22/23 02:46:36 AM,1.4024,8.47,,,,
274,02/22/23 03:16:36 AM,1.4265,8.43,,,,
275,02/22/23 03:46:36 AM,1.1257,8.45,,,,
276,02/22/23 04:16:36 AM,1.1921,8.42,,,,
277,02/22/23 04:46:36 AM,1.1030,8.38,,,,
278,02/22/23 05:16:36 AM,1.0884,8.32,,,,
279,02/22/23 05:46:36 AM,0.9888,8.29,,,,
280,02/22/23 06:16:36 AM,1.0043,8.29,,,,
281,02/22/23 06:46:36 AM,1.0021,8.23,,,,
282,02/22/23 07:16:36 AM,0.9181,8.13,,,,
283,02/22/23 07:46:36 AM,0.8877,8.08,,,,
284,02/22/23 08:16:36 AM,0.9013,8.08,,,,
285,02/22/23 08:46:36 AM,0.8752,8.07,,,,
286,02/22/23 09:16:36 AM,0.8673,8.04,,,,
287,02/22/23 09:46:36 AM,0.8699,8.04,,,,
288,02/22/23 10:16:36 AM,0.8736,8.04,,,,
289,02/22/23 10:46:36 AM,0.8710,8.06,,,,
290,02/22/23 11:16:36 AM,0.8731,8.06,,,,
291,02/22/23 11:46:36 AM,0.8830,8.07,,,,
292,02/22/23 12:16:36 PM,0.8819,8.07,,,,
293,02/22/23 12:46:36 PM,0.8762,8.06,,,,
294,02/22/23 01:16:36 PM,0.8715,8.07,,,,
295,02/22/23 01:46:36 PM,0.8976,8.08,,,,
296,02/22/23 02:16:36 PM,0.9607,8.09,,,,
297,02/22/23 02:46:36 PM,2.4946,8.16,,,,
298,02/22/23 03:16:36 PM,2.5588,8.17,,,,
299,02/22/23 03:46:36 PM,2.9373,8.18,,,,
300,02/22/23 04:16:36 PM,3.7456,8.18,,,,
301,02/22/23 04:46:36 PM,4.2098,8.18,,,,
302,02/22/23 05:16:36 PM,3.1256,8.17,,,,
303,02/22/23 05:46:36 PM,2.7451,8.17,,,,
304,02/22/23 06:16:36 PM,1.0728,8.18,,,,
305,02/22/23 06:46:36 PM,1.0106,8.21,,,,
306,02/22/23 07:16:36 PM,0.9165,8.23,,,,
307,02/22/23 07:46:36 PM,0.9175,8.22,,,,
308,02/22/23 08:16:36 PM,0.9091,8.22,,,,
309,02/22/23 08:46:36 PM,0.9076,8.22,,,,
310,02/22/23 09:16:36 PM,0.8783,8.21,,,,
311,02/22/23 09:46:36 PM,0.9008,8.22,,,,
312,02/22/23 10:16:36 PM,0.8960,8.22,,,,
313,02/22/23 10:46:36 PM,0.8945,8.21,,,,
314,02/22/23 11:16:36 PM,0.9091,8.21,,,,
315,02/22/23 11:46:36 PM,0.9502,8.19,,,,
316,02/23/23 12:16:36 AM,0.9592,8.17,,,,
317,02/23/23 12:46:36 AM,0.9338,8.18,,,,
318,02/23/23 01:16:36 AM,0.9212,8.18,,,,
319,02/23/23 01:46:36 AM,0.9528,8.18,,,,
320,02/23/23 02:16:36 AM,1.1105,8.18,,,,
321,02/23/23 02:46:36 AM,2.3786,8.19,,,,
322,02/23/23 03:16:36 AM,2.7354,8.21,,,,
323,02/23/23 03:46:36 AM,3.3510,8.22,,,,
324,02/23/23 04:16:36 AM,2.9616,8.21,,,,
325,02/23/23 04:46:36 AM,3.1519,8.22,,,,
326,02/23/23 05:16:36 AM,3.1018,8.21,,,,
327,02/23/23 05:46:36 AM,1.5489,8.19,,,,
328,02/23/23 06:16:36 AM,1.5336,8.19,,,,
329,02/23/23 06:46:36 AM,1.1577,8.18,,,,
330,02/23/23 07:16:36 AM,1.1436,8.23,,,,
331,02/23/23 07:46:36 AM,1.0738,8.25,,,,
332,02/23/23 08:16:36 AM,0.9265,8.24,,,,
333,02/23/23 08:46:36 AM,0.9354,8.25,,,,
334,02/23/23 09:16:36 AM,0.9223,8.27,,,,
335,02/23/23 09:46:36 AM,0.9217,8.29,,,,
336,02/23/23 10:16:36 AM,0.8945,8.29,,,,
337,02/23/23 10:46:36 AM,0.9039,8.30,,,,
338,02/23/23 11:16:36 AM,0.8934,8.33,,,,
339,02/23/23 11:46:36 AM,0.9144,8.35,,,,
340,02/23/23 12:16:36 PM,0.9107,8.38,,,,
341,02/23/23 12:46:36 PM,0.9107,8.43,,,,
342,02/23/23 01:16:36 PM,0.9086,8.45,,,,
343,02/23/23 01:46:36 PM,0.9317,8.42,,,,
344,02/23/23 02:16:36 PM,0.9223,8.40,,,,
345,02/23/23 02:46:36 PM,0.9528,8.39,,,,
346,02/23/23 03:16:36 PM,1.0400,8.40,,,,
347,02/23/23 03:46:36 PM,1.1051,8.39,,,,
348,02/23/23 04:16:36 PM,1.2728,8.37,,,,
349,02/23/23 04:46:36 PM,1.3199,8.37,,,,
350,02/23/23 05:16:36 PM,1.4833,8.38,,,,
351,02/23/23 05:46:36 PM,1.2376,8.39,,,,
352,02/23/23 06:16:36 PM,1.0626,8.39,,,,
353,02/23/23 06:46:36 PM,0.9856,8.40,,,,
354,02/23/23 07:16:36 PM,1.0620,8.44,,,,
355,02/23/23 07:46:36 PM,1.0160,8.52,,,,
356,02/23/23 08:16:36 PM,0.9539,8.58,,,,
357,02/23/23 08:46:36 PM,0.8997,8.56,,,,
358,02/23/23 09:16:36 PM,0.8705,8.55,,,,
359,02/23/23 09:46:36 PM,0.8772,8.55,,,,
360,02/23/23 10:16:36 PM,0.8689,8.55,,,,
361,02/23/23 10:46:36 PM,0.8679,8.53,,,,
362,02/23/23 11:16:36 PM,0.8736,8.52,,,,
363,02/23/23 11:46:36 PM,0.8752,8.49,,,,
364,02/24/23 12:16:36 AM,0.8830,8.52,,,,
365,02/24/23 12:46:36 AM,0.8903,8.53,,,,
366,02/24/23 01:16:36 AM,0.8804,8.49,,,,
367,02/24/23 01:46:36 AM,0.8788,8.48,,,,
368,02/24/23 02:16:36 AM,0.8741,8.43,,,,
369,02/24/23 02:46:36 AM,0.8673,8.39,,,,
370,02/24/23 03:16:36 AM,0.8725,8.43,,,,
371,02/24/23 03:46:36 AM,1.0299,8.47,,,,
372,02/24/23 04:16:36 AM,1.4175,8.44,,,,
373,02/24/23 04:46:36 AM,2.4970,8.43,,,,
374,02/24/23 05:16:36 AM,1.4624,8.45,,,,
375,02/24/23 05:46:36 AM,2.3338,8.44,,,,
376,02/24/23 06:16:36 AM,1.1354,8.45,,,,
377,02/24/23 06:46:36 AM,1.2003,8.42,,,,
378,02/24/23 07:16:36 AM,0.9507,8.23,,,,
379,02/24/23 07:46:36 AM,0.9123,8.18,,,,
380,02/24/23 08:16:36 AM,0.8835,8.18,,,,
381,02/24/23 08:46:36 AM,0.8663,8.21,,,,
382,02/24/23 09:16:36 AM,0.8699,8.19,,,,
383,02/24/23 09:46:36 AM,0.8746,8.16,,,,
384,02/24/23 10:16:36 AM,0.8835,8.13,,,,
385,02/24/23 10:46:36 AM,0.8715,8.12,,,,
386,02/24/23 11:16:36 AM,0.8866,8.13,,,,
387,02/24/23 11:46:36 AM,0.8924,8.16,,,,
388,02/24/23 12:16:36 PM,0.9207,8.18,,,,
389,02/24/23 12:46:36 PM,0.9008,8.18,,,,
390,02/24/23 01:16:36 PM,0.9018,8.21,,,,
391,02/24/23 01:46:36 PM,0.8960,8.21,,,,
392,02/24/23 02:16:36 PM,0.9112,8.23,,,,
393,02/24/23 02:46:36 PM,0.9091,8.25,,,,
394,02/24/23 03:16:36 PM,1.1490,8.27,,,,
395,02/24/23 03:46:36 PM,2.4862,8.35,,,,
396,02/24/23 04:16:36 PM,3.9467,8.35,,,,
397,02/24/23 04:46:36 PM,4.0369,8.35,,,,
398,02/24/23 05:16:36 PM,3.9939,8.35,,,,
399,02/24/23 05:46:36 PM,4.6068,8.35,,,,
400,02/24/23 06:16:36 PM,4.2129,8.35,,,,
401,02/24/23 06:46:36 PM,4.0475,8.35,,,,
402,02/24/23 07:16:36 PM,2.6805,8.35,,,,
403,02/24/23 07:46:36 PM,2.1960,8.35,,,,
404,02/24/23 08:16:36 PM,1.3276,8.24,,,,
405,02/24/23 08:46:36 PM,1.1262,8.19,,,,
406,02/24/23 09:16:36 PM,1.0240,8.16,,,,
407,02/24/23 09:46:36 PM,0.9825,8.16,,,,
408,02/24/23 10:16:36 PM,1.0021,8.11,,,,
409,02/24/23 10:46:36 PM,1.0309,8.09,,,,
410,02/24/23 11:16:36 PM,1.0465,8.09,,,,
411,02/24/23 11:46:36 PM,1.0336,8.09,,,,
412,02/25/23 12:16:36 AM,1.1403,8.14,,,,
413,02/25/23 12:46:36 AM,1.0943,8.12,,,,
414,02/25/23 01:16:36 AM,1.0631,8.12,,,,
415,02/25/23 01:46:36 AM,1.0395,8.08,,,,
416,02/25/23 02:16:36 AM,1.0465,8.06,,,,
417,02/25/23 02:46:36 AM,1.0395,8.03,,,,
418,02/25/23 03:16:36 AM,1.0636,8.09,,,,
419,02/25/23 03:46:36 AM,1.1528,8.13,,,,
420,02/25/23 04:16:36 AM,1.6699,8.17,,,,
421,02/25/23 04:46:36 AM,2.2162,8.11,,,,
422,02/25/23 05:16:36 AM,1.8429,8.11,,,,
423,02/25/23 05:46:36 AM,4.0575,8.02,,,,
424,02/25/23 06:16:36 AM,4.0344,7.99,,,,
425,02/25/23 06:46:36 AM,1.6745,8.07,,,,
426,02/25/23 07:16:36 AM,1.1208,8.03,,,,
427,02/25/23 07:46:36 AM,1.3917,7.97,,,,
428,02/25/23 08:16:36 AM,1.6258,7.73,,,,
429,02/25/23 08:46:36 AM,1.2101,7.71,,,,
430,02/25/23 09:16:36 AM,1.1893,7.72,,,,
431,02/25/23 09:46:36 AM,1.4158,7.73,,,,
432,02/25/23 10:16:36 AM,1.2030,7.75,,,,
433,02/25/23 10:46:36 AM,1.2200,7.76,,,,
434,02/25/23 11:16:36 AM,1.1861,7.78,,,,
435,02/25/23 11:46:36 AM,1.2723,7.81,,,,
436,02/25/23 12:16:36 PM,1.2233,7.82,,,,
437,02/25/23 12:46:36 PM,1.2387,7.83,,,,
438,02/25/23 01:16:36 PM,1.2222,7.83,,,,
439,02/25/23 01:46:36 PM,1.2249,7.83,,,,
440,02/25/23 02:16:36 PM,1.2238,7.86,,,,
441,02/25/23 02:46:36 PM,1.2178,7.88,,,,
442,02/25/23 03:16:36 PM,1.2107,7.91,,,,
443,02/25/23 03:46:36 PM,1.1790,7.96,,,,
444,02/25/23 04:16:36 PM,1.1937,7.91,,,,
445,02/25/23 04:46:36 PM,1.1959,7.92,,,,
446,02/25/23 05:16:36 PM,1.1915,7.96,,,,
447,02/25/23 05:46:36 PM,1.1485,7.99,,,,
448,02/25/23 06:16:36 PM,1.1632,7.99,,,,
449,02/25/23 06:46:36 PM,1.1143,7.99,,,,
450,02/25/23 07:16:36 PM,1.0884,7.98,,,,
451,02/25/23 07:46:36 PM,1.0572,7.85,,,,
452,02/25/23 08:16:36 PM,1.0481,7.73,,,,
453,02/25/23 08:46:36 PM,1.1697,7.72,,,,
454,02/25/23 09:16:36 PM,1.0642,7.71,,,,
455,02/25/23 09:46:36 PM,1.0631,7.72,,,,
