"Plot Title: nieuwpoort plassendal"
"#","Date Time, GMT+01:00","High Range, mS/cm (LGR S/N: 21362414, SEN S/N: 21362414)","Temp, °C (LGR S/N: 21362414, SEN S/N: 21362414)","Coupler Detached (LGR S/N: 21362414)","Coupler Attached (LGR S/N: 21362414)","Host Connected (LGR S/N: 21362414)","Stopped (LGR S/N: 21362414)","End Of File (LGR S/N: 21362414)"
32,01/23/24 03:38:44 AM,0.8538,4.70,,,,,
33,01/23/24 04:08:44 AM,0.8554,4.64,,,,,
34,01/23/24 04:38:44 AM,0.8443,4.60,,,,,
35,01/23/24 05:08:44 AM,0.8050,4.59,,,,,
36,01/23/24 05:38:44 AM,0.7806,4.63,,,,,
37,01/23/24 06:08:44 AM,0.7728,4.64,,,,,
38,01/23/24 06:38:44 AM,0.7707,4.63,,,,,
39,01/23/24 07:08:44 AM,0.7707,4.62,,,,,
40,01/23/24 07:38:44 AM,0.7707,4.62,,,,,
41,01/23/24 08:08:44 AM,0.7697,4.58,,,,,
42,01/23/24 08:38:44 AM,0.7691,4.57,,,,,
43,01/23/24 09:08:44 AM,0.7691,4.58,,,,,
44,01/23/24 09:38:44 AM,0.7702,4.62,,,,,
45,01/23/24 10:08:44 AM,0.7707,4.64,,,,,
46,01/23/24 10:38:44 AM,0.7717,4.67,,,,,
47,01/23/24 11:08:44 AM,0.7733,4.72,,,,,
48,01/23/24 11:38:44 AM,0.7743,4.77,,,,,
49,01/23/24 12:08:44 PM,0.7754,4.82,,,,,
50,01/23/24 12:38:44 PM,0.7764,4.88,,,,,
51,01/23/24 01:08:44 PM,0.7780,4.91,,,,,
52,01/23/24 01:38:44 PM,0.7790,4.94,,,,,
53,01/23/24 02:08:44 PM,0.7795,4.96,,,,,
54,01/23/24 02:38:44 PM,0.7884,5.03,,,,,
55,01/23/24 03:08:44 PM,0.8014,5.05,,,,,
56,01/23/24 03:38:44 PM,0.8181,5.07,,,,,
57,01/23/24 04:08:44 PM,0.8491,5.09,,,,,
58,01/23/24 04:38:44 PM,0.9189,5.09,,,,,
59,01/23/24 05:08:44 PM,0.9382,5.19,,,,,
60,01/23/24 05:38:44 PM,0.9698,5.19,,,,,
61,01/23/24 06:08:44 PM,0.9762,5.21,,,,,
62,01/23/24 06:38:44 PM,0.9778,5.26,,,,,
63,01/23/24 07:08:44 PM,0.9708,5.32,,,,,
64,01/23/24 07:38:44 PM,0.9703,5.36,,,,,
65,01/23/24 08:08:44 PM,0.9735,5.46,,,,,
66,01/23/24 08:38:44 PM,0.9762,5.53,,,,,
67,01/23/24 09:08:44 PM,0.9778,5.61,,,,,
68,01/23/24 09:38:44 PM,0.9784,5.68,,,,,
69,01/23/24 10:08:44 PM,0.9778,5.77,,,,,
70,01/23/24 10:38:44 PM,0.9757,5.85,,,,,
71,01/23/24 11:08:44 PM,0.9735,5.92,,,,,
72,01/23/24 11:38:44 PM,0.9681,5.98,,,,,
73,01/24/24 12:08:44 AM,0.9665,6.05,,,,,
74,01/24/24 12:38:44 AM,0.9655,6.11,,,,,
75,01/24/24 01:08:44 AM,0.9612,6.18,,,,,
76,01/24/24 01:38:44 AM,0.9542,6.25,,,,,
77,01/24/24 02:08:44 AM,0.9547,6.32,,,,,
78,01/24/24 02:38:44 AM,0.9547,6.39,,,,,
79,01/24/24 03:08:44 AM,0.9746,6.48,,,,,
80,01/24/24 03:38:44 AM,0.9698,6.51,,,,,
81,01/24/24 04:08:44 AM,0.9580,6.53,,,,,
82,01/24/24 04:38:44 AM,0.8549,6.48,,,,,
83,01/24/24 05:08:44 AM,0.8233,6.52,,,,,
84,01/24/24 05:38:44 AM,0.8349,6.56,,,,,
85,01/24/24 06:08:44 AM,0.8417,6.61,,,,,
86,01/24/24 06:38:44 AM,0.8470,6.65,,,,,
87,01/24/24 07:08:44 AM,0.8549,6.67,,,,,
88,01/24/24 07:38:44 AM,0.8591,6.68,,,,,
89,01/24/24 08:08:44 AM,0.8506,6.67,,,,,
90,01/24/24 08:38:44 AM,0.8496,6.68,,,,,
91,01/24/24 09:08:44 AM,0.8496,6.69,,,,,
92,01/24/24 09:38:44 AM,0.8575,6.72,,,,,
93,01/24/24 10:08:44 AM,0.8538,6.74,,,,,
94,01/24/24 10:38:44 AM,0.8564,6.78,,,,,
95,01/24/24 11:08:44 AM,0.8596,6.83,,,,,
96,01/24/24 11:38:44 AM,0.8612,6.87,,,,,
97,01/24/24 12:08:44 PM,0.8675,6.93,,,,,
98,01/24/24 12:38:44 PM,0.8707,6.99,,,,,
99,01/24/24 01:08:44 PM,0.8696,7.05,,,,,
100,01/24/24 01:38:44 PM,0.8754,7.09,,,,,
101,01/24/24 02:08:44 PM,0.8791,7.13,,,,,
102,01/24/24 02:38:44 PM,0.8786,7.16,,,,,
103,01/24/24 03:08:44 PM,0.8760,7.18,,,,,
104,01/24/24 03:38:44 PM,0.8802,7.20,,,,,
105,01/24/24 04:08:44 PM,0.8791,7.21,,,,,
106,01/24/24 04:38:44 PM,0.8818,7.23,,,,,
107,01/24/24 05:08:44 PM,0.8834,7.23,,,,,
108,01/24/24 05:38:44 PM,0.8844,7.23,,,,,
109,01/24/24 06:08:44 PM,0.8823,7.23,,,,,
110,01/24/24 06:38:44 PM,0.8839,7.23,,,,,
111,01/24/24 07:08:44 PM,0.8892,7.23,,,,,
112,01/24/24 07:38:44 PM,0.8993,7.23,,,,,
113,01/24/24 08:08:44 PM,0.9035,7.23,,,,,
114,01/24/24 08:38:44 PM,0.9019,7.23,,,,,
115,01/24/24 09:08:44 PM,0.9051,7.25,,,,,
116,01/24/24 09:38:44 PM,0.9072,7.26,,,,,
117,01/24/24 10:08:44 PM,0.9062,7.28,,,,,
118,01/24/24 10:38:44 PM,0.9056,7.28,,,,,
119,01/24/24 11:08:44 PM,0.9104,7.28,,,,,
120,01/24/24 11:38:44 PM,0.9131,7.29,,,,,
121,01/25/24 12:08:44 AM,0.9088,7.25,,,,,
122,01/25/24 12:38:44 AM,0.9078,7.24,,,,,
123,01/25/24 01:08:44 AM,0.9067,7.21,,,,,
124,01/25/24 01:38:44 AM,0.9072,7.20,,,,,
125,01/25/24 02:08:44 AM,0.9072,7.18,,,,,
126,01/25/24 02:38:44 AM,0.9078,7.15,,,,,
127,01/25/24 03:08:44 AM,0.9067,7.13,,,,,
128,01/25/24 03:38:44 AM,0.9046,7.10,,,,,
129,01/25/24 04:08:44 AM,0.9030,7.10,,,,,
130,01/25/24 04:38:44 AM,0.9099,7.14,,,,,
131,01/25/24 05:08:44 AM,0.9184,7.13,,,,,
132,01/25/24 05:38:44 AM,0.9349,7.13,,,,,
133,01/25/24 06:08:44 AM,0.8828,6.94,,,,,
134,01/25/24 06:38:44 AM,0.8401,6.89,,,,,
135,01/25/24 07:08:44 AM,0.8134,6.88,,,,,
136,01/25/24 07:38:44 AM,0.8019,6.89,,,,,
137,01/25/24 08:08:44 AM,0.8071,6.82,,,,,
138,01/25/24 08:38:44 AM,0.8150,6.91,,,,,
139,01/25/24 09:08:44 AM,0.8076,6.86,,,,,
140,01/25/24 09:38:44 AM,0.7972,6.87,,,,,
141,01/25/24 10:08:44 AM,0.7904,6.88,,,,,
142,01/25/24 10:38:44 AM,0.7847,6.88,,,,,
143,01/25/24 11:08:44 AM,0.7832,6.91,,,,,
144,01/25/24 11:38:44 AM,0.7858,6.89,,,,,
145,01/25/24 12:08:44 PM,0.7842,6.97,,,,,
146,01/25/24 12:38:44 PM,0.7816,7.00,,,,,
147,01/25/24 01:08:44 PM,0.7858,7.02,,,,,
148,01/25/24 01:38:44 PM,0.7894,7.10,,,,,
149,01/25/24 02:08:44 PM,0.7894,7.12,,,,,
150,01/25/24 02:38:44 PM,0.7889,7.15,,,,,
151,01/25/24 03:08:44 PM,0.7837,7.07,,,,,
152,01/25/24 03:38:44 PM,0.7821,7.12,,,,,
153,01/25/24 04:08:44 PM,0.7821,7.15,,,,,
154,01/25/24 04:38:44 PM,0.7816,7.12,,,,,
155,01/25/24 05:08:44 PM,0.7894,7.12,,,,,
156,01/25/24 05:38:44 PM,0.8103,7.12,,,,,
157,01/25/24 06:08:44 PM,0.8317,7.12,,,,,
158,01/25/24 06:38:44 PM,0.8549,7.14,,,,,
159,01/25/24 07:08:44 PM,0.8855,7.14,,,,,
160,01/25/24 07:38:44 PM,0.9083,7.19,,,,,
161,01/25/24 08:08:44 PM,0.9419,7.23,,,,,
162,01/25/24 08:38:44 PM,0.9870,7.24,,,,,
163,01/25/24 09:08:44 PM,1.0302,7.25,,,,,
164,01/25/24 09:38:44 PM,1.0476,7.25,,,,,
165,01/25/24 10:08:44 PM,1.0568,7.28,,,,,
166,01/25/24 10:38:44 PM,1.0650,7.28,,,,,
167,01/25/24 11:08:44 PM,1.0562,7.31,,,,,
168,01/25/24 11:38:44 PM,1.0443,7.35,,,,,
169,01/26/24 12:08:44 AM,1.0688,7.34,,,,,
170,01/26/24 12:38:44 AM,1.0808,7.36,,,,,
171,01/26/24 01:08:44 AM,1.0562,7.41,,,,,
172,01/26/24 01:38:44 AM,1.0546,7.42,,,,,
173,01/26/24 02:08:44 AM,1.0410,7.46,,,,,
174,01/26/24 02:38:44 AM,1.0448,7.47,,,,,
175,01/26/24 03:08:44 AM,1.0399,7.51,,,,,
176,01/26/24 03:38:44 AM,1.0601,7.50,,,,,
177,01/26/24 04:08:44 AM,1.0650,7.55,,,,,
178,01/26/24 04:38:44 AM,1.0912,7.56,,,,,
179,01/26/24 05:08:44 AM,1.0906,7.59,,,,,
180,01/26/24 05:38:44 AM,1.1070,7.61,,,,,
181,01/26/24 06:08:44 AM,1.0868,7.66,,,,,
182,01/26/24 06:38:44 AM,1.1054,7.67,,,,,
183,01/26/24 07:08:44 AM,1.0802,7.72,,,,,
184,01/26/24 07:38:44 AM,1.0884,7.75,,,,,
185,01/26/24 08:08:44 AM,1.0906,7.80,,,,,
186,01/26/24 08:38:44 AM,1.0677,7.82,,,,,
187,01/26/24 09:08:44 AM,1.0731,7.85,,,,,
188,01/26/24 09:38:44 AM,1.1504,7.87,,,,,
189,01/26/24 10:08:44 AM,1.2202,7.82,,,,,
190,01/26/24 10:38:44 AM,1.2285,7.81,,,,,
191,01/26/24 11:08:44 AM,1.1422,7.85,,,,,
192,01/26/24 11:38:44 AM,1.0912,7.87,,,,,
193,01/26/24 12:08:44 PM,1.0868,7.91,,,,,
194,01/26/24 12:38:44 PM,1.0851,7.93,,,,,
195,01/26/24 01:08:44 PM,1.0879,7.97,,,,,
196,01/26/24 01:38:44 PM,1.1032,8.01,,,,,
197,01/26/24 02:08:44 PM,1.1032,8.03,,,,,
198,01/26/24 02:38:44 PM,1.0912,8.06,,,,,
199,01/26/24 03:08:44 PM,1.0966,8.06,,,,,
200,01/26/24 03:38:44 PM,1.0933,8.06,,,,,
201,01/26/24 04:08:44 PM,1.0895,8.03,,,,,
202,01/26/24 04:38:44 PM,1.0928,7.99,,,,,
203,01/26/24 05:08:44 PM,1.0851,7.98,,,,,
204,01/26/24 05:38:44 PM,1.0715,7.93,,,,,
205,01/26/24 06:08:44 PM,1.0655,7.86,,,,,
206,01/26/24 06:38:44 PM,1.0296,7.81,,,,,
207,01/26/24 07:08:44 PM,0.9542,7.77,,,,,
208,01/26/24 07:38:44 PM,0.9099,7.71,,,,,
209,01/26/24 08:08:44 PM,0.8643,7.68,,,,,
210,01/26/24 08:38:44 PM,0.8307,7.73,,,,,
211,01/26/24 09:08:44 PM,0.8260,7.72,,,,,
212,01/26/24 09:38:44 PM,0.8328,7.73,,,,,
213,01/26/24 10:08:44 PM,0.8464,7.75,,,,,
214,01/26/24 10:38:44 PM,0.8491,7.73,,,,,
215,01/26/24 11:08:44 PM,0.8496,7.70,,,,,
216,01/26/24 11:38:44 PM,0.8364,7.55,,,,,
217,01/27/24 12:08:44 AM,0.8396,7.55,,,,,
218,01/27/24 12:38:44 AM,0.8438,7.52,,,,,
219,01/27/24 01:08:44 AM,0.8501,7.59,,,,,
220,01/27/24 01:38:44 AM,0.8491,7.47,,,,,
221,01/27/24 02:08:44 AM,0.8449,7.45,,,,,
222,01/27/24 02:38:44 AM,0.8438,7.42,,,,,
223,01/27/24 03:08:44 AM,0.8443,7.41,,,,,
224,01/27/24 03:38:44 AM,0.8443,7.35,,,,,
225,01/27/24 04:08:44 AM,0.8406,7.31,,,,,
226,01/27/24 04:38:44 AM,0.8406,7.33,,,,,
227,01/27/24 05:08:44 AM,0.8433,7.25,,,,,
228,01/27/24 05:38:44 AM,0.8401,7.20,,,,,
229,01/27/24 06:08:44 AM,0.8401,7.19,,,,,
230,01/27/24 06:38:44 AM,0.8428,7.14,,,,,
231,01/27/24 07:08:44 AM,0.8433,7.14,,,,,
232,01/27/24 07:38:44 AM,0.8543,7.23,,,,,
233,01/27/24 08:08:44 AM,0.8612,7.26,,,,,
234,01/27/24 08:38:44 AM,0.8680,7.24,,,,,
235,01/27/24 09:08:44 AM,0.8686,7.20,,,,,
236,01/27/24 09:38:44 AM,0.8701,7.18,,,,,
237,01/27/24 10:08:44 AM,0.8659,7.02,,,,,
238,01/27/24 10:38:44 AM,0.8649,7.09,,,,,
239,01/27/24 11:08:44 AM,0.8675,7.09,,,,,
240,01/27/24 11:38:44 AM,0.8617,6.97,,,,,
241,01/27/24 12:08:44 PM,0.8628,7.02,,,,,
242,01/27/24 12:38:44 PM,0.8670,7.12,,,,,
243,01/27/24 01:08:44 PM,0.8665,7.20,,,,,
244,01/27/24 01:38:44 PM,0.8686,7.26,,,,,
245,01/27/24 02:08:44 PM,0.8712,7.26,,,,,
246,01/27/24 02:38:44 PM,0.8612,7.38,,,,,
247,01/27/24 03:08:44 PM,0.8744,7.35,,,,,
248,01/27/24 03:38:44 PM,0.8770,7.35,,,,,
249,01/27/24 04:08:44 PM,0.8807,7.36,,,,,
250,01/27/24 04:38:44 PM,0.8834,7.35,,,,,
251,01/27/24 05:08:44 PM,0.8791,7.30,,,,,
252,01/27/24 05:38:44 PM,0.8723,7.28,,,,,
253,01/27/24 06:08:44 PM,0.8855,7.30,,,,,
254,01/27/24 06:38:44 PM,0.9088,7.19,,,,,
255,01/27/24 07:08:44 PM,0.9408,7.12,,,,,
256,01/27/24 07:38:44 PM,0.9644,7.05,,,,,
257,01/27/24 08:08:44 PM,0.9988,7.07,,,,,
258,01/27/24 08:38:44 PM,1.0221,7.09,,,,,
259,01/27/24 09:08:44 PM,1.0329,7.14,,,,,
260,01/27/24 09:38:44 PM,1.0405,7.19,,,,,
261,01/27/24 10:08:44 PM,1.0427,7.16,,,,,
262,01/27/24 10:38:44 PM,1.0405,7.12,,,,,
263,01/27/24 11:08:44 PM,1.0378,7.04,,,,,
264,01/27/24 11:38:44 PM,1.0378,6.99,,,,,
265,01/28/24 12:08:44 AM,1.0416,7.02,,,,,
266,01/28/24 12:38:44 AM,1.0399,6.93,,,,,
267,01/28/24 01:08:44 AM,1.0416,6.94,,,,,
268,01/28/24 01:38:44 AM,1.0399,6.88,,,,,
269,01/28/24 02:08:44 AM,1.0394,6.87,,,,,
270,01/28/24 02:38:44 AM,1.0383,6.87,,,,,
271,01/28/24 03:08:44 AM,1.0378,6.83,,,,,
272,01/28/24 03:38:44 AM,1.0378,6.82,,,,,
273,01/28/24 04:08:44 AM,1.0367,6.77,,,,,
274,01/28/24 04:38:44 AM,1.0383,6.78,,,,,
275,01/28/24 05:08:44 AM,1.0367,6.74,,,,,
276,01/28/24 05:38:44 AM,1.0356,6.68,,,,,
277,01/28/24 06:08:44 AM,1.0356,6.66,,,,,
278,01/28/24 06:38:44 AM,1.0351,6.61,,,,,
279,01/28/24 07:08:44 AM,1.0351,6.60,,,,,
280,01/28/24 07:38:44 AM,1.0345,6.58,,,,,
281,01/28/24 08:08:44 AM,1.0361,6.61,,,,,
282,01/28/24 08:38:44 AM,1.0356,6.57,,,,,
283,01/28/24 09:08:44 AM,1.0367,6.58,,,,,
284,01/28/24 09:38:44 AM,1.0367,6.52,,,,,
285,01/28/24 10:08:44 AM,1.0361,6.48,,,,,
286,01/28/24 10:38:44 AM,1.0372,6.52,,,,,
287,01/28/24 11:08:44 AM,1.0367,6.52,,,,,
288,01/28/24 11:38:44 AM,1.0383,6.53,,,,,
289,01/28/24 12:08:44 PM,1.0389,6.57,,,,,
290,01/28/24 12:38:44 PM,1.0405,6.58,,,,,
291,01/28/24 01:08:44 PM,1.0416,6.62,,,,,
292,01/28/24 01:38:44 PM,1.0378,6.62,,,,,
293,01/28/24 02:08:44 PM,1.0383,6.67,,,,,
294,01/28/24 02:38:44 PM,1.0351,6.67,,,,,
295,01/28/24 03:08:44 PM,1.0286,6.66,,,,,
296,01/28/24 03:38:44 PM,1.0296,6.67,,,,,
297,01/28/24 04:08:44 PM,1.0307,6.68,,,,,
298,01/28/24 04:38:44 PM,1.0286,6.66,,,,,
299,01/28/24 05:08:44 PM,1.0275,6.67,,,,,
300,01/28/24 05:38:44 PM,1.0253,6.62,,,,,
301,01/28/24 06:08:44 PM,1.0237,6.60,,,,,
302,01/28/24 06:38:44 PM,1.0194,6.57,,,,,
303,01/28/24 07:08:44 PM,1.0042,6.55,,,,,
304,01/28/24 07:38:44 PM,0.9880,6.56,,,,,
305,01/28/24 08:08:44 PM,0.9596,6.63,,,,,
306,01/28/24 08:38:44 PM,0.9451,6.63,,,,,
307,01/28/24 09:08:44 PM,0.9414,6.66,,,,,
308,01/28/24 09:38:44 PM,0.9382,6.65,,,,,
309,01/28/24 10:08:44 PM,0.9349,6.63,,,,,
310,01/28/24 10:38:44 PM,0.9349,6.61,,,,,
311,01/28/24 11:08:44 PM,0.9285,6.60,,,,,
312,01/28/24 11:38:44 PM,0.9237,6.58,,,,,
313,01/29/24 12:08:44 AM,0.9237,6.57,,,,,
314,01/29/24 12:38:44 AM,0.9189,6.61,,,,,
315,01/29/24 01:08:44 AM,0.9136,6.57,,,,,
316,01/29/24 01:38:44 AM,0.9163,6.62,,,,,
317,01/29/24 02:08:44 AM,0.9104,6.52,,,,,
318,01/29/24 02:38:44 AM,0.9094,6.50,,,,,
319,01/29/24 03:08:44 AM,0.9104,6.51,,,,,
320,01/29/24 03:38:44 AM,0.9104,6.47,,,,,
321,01/29/24 04:08:44 AM,0.9120,6.50,,,,,
322,01/29/24 04:38:44 AM,0.9104,6.47,,,,,
323,01/29/24 05:08:44 AM,0.9147,6.53,,,,,
324,01/29/24 05:38:44 AM,0.9120,6.42,,,,,
325,01/29/24 06:08:44 AM,0.9072,6.41,,,,,
326,01/29/24 06:38:44 AM,0.9051,6.45,,,,,
327,01/29/24 07:08:44 AM,0.9056,6.44,,,,,
328,01/29/24 07:38:44 AM,0.8993,6.39,,,,,
329,01/29/24 08:08:44 AM,0.8950,6.44,,,,,
330,01/29/24 08:38:44 AM,0.8903,6.45,,,,,
331,01/29/24 09:08:44 AM,0.8860,6.41,,,,,
332,01/29/24 09:38:44 AM,0.8818,6.42,,,,,
333,01/29/24 10:08:44 AM,0.8903,6.48,,,,,
334,01/29/24 10:38:44 AM,0.8850,6.41,,,,,
335,01/29/24 11:08:44 AM,0.8850,6.46,,,,,
336,01/29/24 11:38:44 AM,0.8807,6.53,,,,,
337,01/29/24 12:08:44 PM,0.8781,6.62,,,,,
338,01/29/24 12:38:44 PM,0.8797,6.66,,,,,
339,01/29/24 01:08:44 PM,0.8802,6.74,,,,,
340,01/29/24 01:38:44 PM,0.8786,6.79,,,,,
341,01/29/24 02:08:44 PM,0.8818,6.87,,,,,
342,01/29/24 02:38:44 PM,0.8802,6.89,,,,,
343,01/29/24 03:08:44 PM,0.8802,6.89,,,,,
344,01/29/24 03:38:44 PM,0.8770,6.84,,,,,
345,01/29/24 04:08:44 PM,0.8802,6.92,,,,,
346,01/29/24 04:38:44 PM,0.8781,6.87,,,,,
347,01/29/24 05:08:44 PM,0.8813,6.87,,,,,
348,01/29/24 05:38:44 PM,0.8791,6.86,,,,,
349,01/29/24 06:08:44 PM,0.8775,6.84,,,,,
350,01/29/24 06:38:44 PM,0.8738,6.77,,,,,
351,01/29/24 07:08:44 PM,0.8707,6.76,,,,,
352,01/29/24 07:38:44 PM,0.8691,6.73,,,,,
353,01/29/24 08:08:44 PM,0.8686,6.73,,,,,
354,01/29/24 08:38:44 PM,0.8686,6.74,,,,,
355,01/29/24 09:08:44 PM,0.8691,6.76,,,,,
356,01/29/24 09:38:44 PM,0.8696,6.77,,,,,
357,01/29/24 10:08:44 PM,0.8701,6.76,,,,,
358,01/29/24 10:38:44 PM,0.8712,6.76,,,,,
359,01/29/24 11:08:44 PM,0.8717,6.77,,,,,
360,01/29/24 11:38:44 PM,0.8733,6.77,,,,,
361,01/30/24 12:08:44 AM,0.8738,6.78,,,,,
362,01/30/24 12:38:44 AM,0.8749,6.79,,,,,
363,01/30/24 01:08:44 AM,0.8749,6.79,,,,,
364,01/30/24 01:38:44 AM,0.8754,6.79,,,,,
365,01/30/24 02:08:44 AM,0.8754,6.78,,,,,
366,01/30/24 02:38:44 AM,0.8765,6.77,,,,,
367,01/30/24 03:08:44 AM,0.8775,6.78,,,,,
368,01/30/24 03:38:44 AM,0.8781,6.77,,,,,
369,01/30/24 04:08:44 AM,0.8791,6.76,,,,,
370,01/30/24 04:38:44 AM,0.8791,6.76,,,,,
371,01/30/24 05:08:44 AM,0.8797,6.77,,,,,
372,01/30/24 05:38:44 AM,0.8807,6.79,,,,,
373,01/30/24 06:08:44 AM,0.8818,6.82,,,,,
374,01/30/24 06:38:44 AM,0.8823,6.82,,,,,
375,01/30/24 07:08:44 AM,0.8850,6.83,,,,,
376,01/30/24 07:38:44 AM,0.8897,6.86,,,,,
377,01/30/24 08:08:44 AM,0.9003,6.88,,,,,
378,01/30/24 08:38:44 AM,0.9152,6.91,,,,,
379,01/30/24 09:08:44 AM,0.9323,6.98,,,,,
380,01/30/24 09:38:44 AM,0.9349,7.00,,,,,
381,01/30/24 10:08:44 AM,0.9366,7.03,,,,,
382,01/30/24 10:38:44 AM,0.9387,7.07,,,,,
383,01/30/24 11:08:44 AM,0.9430,7.12,,,,,
384,01/30/24 11:38:44 AM,0.9451,7.14,,,,,
385,01/30/24 12:08:44 PM,0.9483,7.16,,,,,
386,01/30/24 12:38:44 PM,0.9483,7.18,,,,,
387,01/30/24 01:08:44 PM,0.9499,7.19,,,,,
388,01/30/24 01:38:44 PM,0.9494,7.20,,,,,
389,01/30/24 02:08:44 PM,0.9526,7.23,,,,,
390,01/30/24 02:38:44 PM,0.9526,7.23,,,,,
391,01/30/24 03:08:44 PM,0.9483,7.23,,,,,
392,01/30/24 03:38:44 PM,0.9451,7.21,,,,,
393,01/30/24 04:08:44 PM,0.9430,7.20,,,,,
394,01/30/24 04:38:44 PM,0.9419,7.20,,,,,
395,01/30/24 05:08:44 PM,0.9430,7.19,,,,,
396,01/30/24 05:38:44 PM,0.9435,7.19,,,,,
397,01/30/24 06:08:44 PM,0.9456,7.20,,,,,
398,01/30/24 06:38:44 PM,0.9505,7.21,,,,,
399,01/30/24 07:08:44 PM,0.9510,7.21,,,,,
400,01/30/24 07:38:44 PM,0.9510,7.21,,,,,
401,01/30/24 08:08:44 PM,0.9531,7.21,,,,,
402,01/30/24 08:38:44 PM,0.9531,7.20,,,,,
403,01/30/24 09:08:44 PM,0.9531,7.21,,,,,
404,01/30/24 09:38:44 PM,0.9510,7.20,,,,,
405,01/30/24 10:08:44 PM,0.9521,7.21,,,,,
406,01/30/24 10:38:44 PM,0.9531,7.21,,,,,
407,01/30/24 11:08:44 PM,0.9542,7.23,,,,,
408,01/30/24 11:38:44 PM,0.9563,7.24,,,,,
409,01/31/24 12:08:44 AM,0.9612,7.24,,,,,
410,01/31/24 12:38:44 AM,0.9628,7.25,,,,,
411,01/31/24 01:08:44 AM,0.9639,7.26,,,,,
412,01/31/24 01:38:44 AM,0.9612,7.21,,,,,
413,01/31/24 02:08:44 AM,0.9574,7.20,,,,,
414,01/31/24 02:38:44 AM,0.9574,7.20,,,,,
415,01/31/24 03:08:44 AM,0.9596,7.20,,,,,
416,01/31/24 03:38:44 AM,0.9574,7.19,,,,,
417,01/31/24 04:08:44 AM,0.9558,7.16,,,,,
418,01/31/24 04:38:44 AM,0.9563,7.18,,,,,
419,01/31/24 05:08:44 AM,0.9563,7.16,,,,,
420,01/31/24 05:38:44 AM,0.9553,7.16,,,,,
421,01/31/24 06:08:44 AM,0.9580,7.20,,,,,
422,01/31/24 06:38:44 AM,0.9596,7.20,,,,,
423,01/31/24 07:08:44 AM,0.9612,7.21,,,,,
424,01/31/24 07:38:44 AM,0.9612,7.21,,,,,
425,01/31/24 08:08:44 AM,0.9612,7.21,,,,,
426,01/31/24 08:38:44 AM,0.9633,7.23,,,,,
427,01/31/24 09:08:44 AM,0.9622,7.23,,,,,
428,01/31/24 09:38:44 AM,0.9596,7.19,,,,,
429,01/31/24 10:08:44 AM,0.9580,7.18,,,,,
430,01/31/24 10:38:44 AM,0.9585,7.18,,,,,
431,01/31/24 11:08:44 AM,0.9622,7.20,,,,,
432,01/31/24 11:38:44 AM,0.9628,7.25,,,,,
433,01/31/24 12:08:44 PM,0.9633,7.29,,,,,
434,01/31/24 12:38:44 PM,0.9639,7.29,,,,,
435,01/31/24 01:08:44 PM,0.9671,7.38,,,,,
436,01/31/24 01:38:44 PM,0.9692,7.42,,,,,
437,01/31/24 02:08:44 PM,0.9687,7.44,,,,,
438,01/31/24 02:38:44 PM,0.9692,7.46,,,,,
